UID,SITE_ID,VISIT_NO,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,LAB,d18O_H2O,dD_H2O,E_I,RT,PUBLICATION_DATE
2008491,NLA06608-1985,1,7/21/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-14.6,-108.17,0.027,0.53,8/13/2018
2008492,NLA06608-1989,1,8/2/2007,WMTNS,XER,ID,WMTNS,ISIRF,-12.81,-105.15,0.043,0.31,8/13/2018
2008493,NLA06608-1992,1,9/20/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.14,-9.81,0.166,0.16,8/13/2018
2008494,NLA06608-1998,1,8/6/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.69,-62.97,0.267,0.95,8/13/2018
2008495,NLA06608-1998,2,9/11/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.65,-61.35,0.264,0.94,8/13/2018
2008496,NLA06608-2005,1,7/12/2007,WMTNS,XER,ID,WMTNS,ISIRF,-9.52,-93.77,0.207,0.3,8/13/2018
2008497,NLA06608-2007,1,6/24/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.79,-40.7,0.478,0.55,8/13/2018
2008498,NLA06608-2010,1,7/19/2007,PLNLOW,CPL,MS,CPL,ISIRF,0.23,-0.87,0.317,0.54,8/13/2018
2008500,NLA06608-2027,1,6/20/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-13.4,-110.62,0.073,0.28,8/13/2018
2008502,NLA06608-2036,1,7/11/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-0.55,-15.56,0.483,1.31,8/13/2018
2008503,NLA06608-2037,1,6/14/2007,WMTNS,XER,NV,WMTNS,ISIRF,-7.93,-76.56,0.202,0.69,8/13/2018
2008504,NLA06608-2039,1,8/9/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-0.44,-15.47,0.786,0.6,8/13/2018
2008505,NLA06608-2049,1,9/17/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-11.55,-102.92,0.167,3.2,8/13/2018
2008506,NLA06608-2056,1,8/22/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-3.38,-27.77,0.318,0.92,8/13/2018
2008508,NLA06608-2072,1,8/30/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.07,-9.66,0.183,0.21,8/13/2018
2008509,NLA06608-2074,1,6/13/2007,PLNLOW,CPL,FL,CPL,ISIRF,-1.17,-6.56,0.182,0.18,8/13/2018
2008510,NLA06608-2076,1,9/12/2007,EHIGH,SAP,AR,EHIGH,ISIRF,-3.09,-19.8,0.116,0.54,8/13/2018
2008511,NLA06608-2078,1,8/24/2007,PLNLOW,UMW,MI,UMW,ISIRF,-1.51,-35.39,0.638,1.72,8/13/2018
2008512,NLA06608-2082,1,9/4/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-9.63,-79.23,0.038,0.38,8/13/2018
2008514,NLA06608-2086,1,8/29/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-9.81,-70.82,0.08,0.28,8/13/2018
2008515,NLA06608-2087,1,7/25/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.56,-30.06,0.776,2.13,8/13/2018
2008516,NLA06608-2091,1,7/2/2007,PLNLOW,CPL,AL,CPL,ISIRF,-3.05,-17.77,0.07,0.16,8/13/2018
2008517,NLA06608-2092,1,9/15/2007,PLNLOW,CPL,LA,CPL,ISIRF,1.8,3.39,0.494,0.4,8/13/2018
2008518,NLA06608-2094,1,7/11/2007,PLNLOW,CPL,TX,CPL,ISIRF,-4.31,-27.91,0.11,0.13,8/13/2018
2008519,NLA06608-2095,1,7/8/2007,WMTNS,XER,WY,WMTNS,ISIRF,-14.15,-114.55,0.211,1.67,8/13/2018
2008521,NLA06608-2103,1,6/13/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-1.19,-25.09,0.891,1.19,8/13/2018
2008525,NLA06608-2114,1,7/25/2007,EHIGH,SAP,MD,EHIGH,ISIRF,-7.92,-54.4,0.09,0.32,8/13/2018
2008526,NLA06608-2117,1,9/25/2007,PLNLOW,CPL,FL,CPL,ISIRF,2.14,10.49,0.494,0.22,8/13/2018
2008527,NLA06608-2120,1,7/25/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-1.91,-15.64,0.105,0.25,8/13/2018
2008528,NLA06608-2123,1,8/13/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.1,-30.93,0.49,0.76,8/13/2018
2008529,NLA06608-2131,1,6/26/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-4.12,-38.83,0.505,0.68,8/13/2018
2008530,NLA06608-2134,1,8/1/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-9.26,-70.72,0.221,0.31,8/13/2018
2008531,NLA06608-2135,1,8/20/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-1.77,-25.67,0.737,2.69,8/13/2018
2008532,NLA06608-2152,1,10/2/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-4.18,-26.98,0.162,0.46,8/13/2018
2008533,NLA06608-2154,1,7/23/2007,PLNLOW,CPL,AL,CPL,ISIRF,3.03,10.69,0.571,0.42,8/13/2018
2008534,NLA06608-2155,1,7/25/2007,PLNLOW,UMW,IN,UMW,ISIRF,-3.07,-31.32,0.222,2.43,8/13/2018
2008535,NLA06608-2162,1,7/9/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-4.59,-32.28,0.164,1.02,8/13/2018
2008536,NLA06608-2170,1,8/24/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-2.53,-53.9,0.926,1.85,8/13/2018
2008537,NLA06608-2177,1,9/14/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-7.1,-81.46,0.493,5.33,8/13/2018
2008538,NLA06608-2185,1,7/19/2007,WMTNS,XER,NV,WMTNS,ISIRF,-13.16,-103.77,0.129,13.29,8/13/2018
2008539,NLA06608-2187,1,7/10/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-2.86,-16.45,0.079,0.37,8/13/2018
2008540,NLA06608-2193,1,8/22/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-0.38,-17.04,0.848,0.55,8/13/2018
2008541,NLA06608-2196,1,8/9/2007,EHIGH,SAP,IN,EHIGH,ISIRF,-2.87,-23.81,0.187,0.36,8/13/2018
2008542,NLA06608-2217,1,6/5/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-7.45,-55.66,0.107,0.48,8/13/2018
2008543,NLA06608-2219,1,7/10/2007,PLNLOW,UMW,IN,UMW,ISIRF,-2.57,-27.09,0.177,0.26,8/13/2018
2008545,NLA06608-2241,1,9/6/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-12.62,-100.59,0.028,0.26,8/13/2018
2008546,NLA06608-2250,1,7/29/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-15.65,-121.15,0.035,0.82,8/13/2018
2008547,NLA06608-2253,1,7/12/2007,PLNLOW,CPL,DE,CPL,ISIRF,-5.07,-35.38,0.068,0.03,8/13/2018
2008548,NLA06608-2257,1,8/24/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-7.16,-58.45,0.195,0.8,8/13/2018
2008549,NLA06608-2266,1,6/23/2007,PLNLOW,NPL,WY,PLAINS,ISIRF,-15.16,-118.31,0.13,6.76,8/13/2018
2008550,NLA06608-2267,1,8/6/2007,PLNLOW,UMW,IN,UMW,ISIRF,-6.33,-45.25,0.18,0.81,8/13/2018
2008553,NLA06608-2283,1,7/17/2007,PLNLOW,UMW,IN,UMW,ISIRF,-3.99,-33.28,0.122,0.8,8/13/2018
2008555,NLA06608-2305,1,7/16/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-7.15,-77.88,0.333,3.33,8/13/2018
2008556,NLA06608-2322,1,8/23/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-13.58,-113.87,0.121,1.05,8/13/2018
2008557,NLA06608-2332,1,8/9/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-4.43,-37.07,0.236,1.5,8/13/2018
2008558,NLA06608-2333,1,7/31/2007,PLNLOW,CPL,DE,CPL,ISIRF,-5.81,-35.69,0.019,0.01,8/13/2018
2008559,NLA06608-2345,1,8/16/2007,WMTNS,XER,UT,WMTNS,ISIRF,-9.44,-86.18,0.102,5.92,8/13/2018
2008560,NLA06608-2354,1,7/13/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-4.73,-34.36,0.143,1.19,8/13/2018
2008563,NLA06608-2372,1,8/28/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-6.36,-58.67,0.258,0.63,8/13/2018
2008564,NLA06608-2379,1,7/31/2007,WMTNS,XER,WY,WMTNS,ISIRF,-4.62,-60.56,0.514,2.22,8/13/2018
2008566,NLA06608-2418,1,7/11/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-5.66,-37.67,0.059,0.04,8/13/2018
2008568,NLA06608-2426,1,9/27/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-3.61,-63.36,0.668,0.58,8/13/2018
2008569,NLA06608-2429,1,8/14/2007,WMTNS,XER,UT,WMTNS,ISIRF,-15.47,-115.7,0.03,0.56,8/13/2018
2008570,NLA06608-2438,1,9/11/2007,WMTNS,XER,OR,WMTNS,ISIRF,-0.84,-46.59,0.796,0.77,8/13/2018
2008571,NLA06608-2450,1,7/24/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-4.44,-34.82,0.221,1.43,8/13/2018
2008572,NLA06608-2453,1,7/10/2007,WMTNS,XER,NV,WMTNS,ISIRF,-10.36,-93.37,0.154,0.65,8/13/2018
2008573,NLA06608-2457,1,8/23/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-7.83,-69.86,0.241,0.75,8/13/2018
2008574,NLA06608-2463,1,7/19/2007,WMTNS,XER,UT,WMTNS,ISIRF,-13.94,-109.81,0.036,0.4,8/13/2018
2008575,NLA06608-2477,1,6/26/2007,WMTNS,XER,NV,WMTNS,ISIRF,-4.24,-62.96,0.315,0.2,8/13/2018
2008576,NLA06608-2481,1,8/1/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-11.42,-101.28,0.107,0.39,8/13/2018
2008577,NLA06608-2492,1,7/24/2007,PLNLOW,CPL,MS,CPL,ISIRF,-2.88,-15.79,0.058,0.14,8/13/2018
2008579,NLA06608-2497,1,7/17/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-11.64,-97.04,0.1,0.07,8/13/2018
2008580,NLA06608-2507,1,7/11/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-6.09,-39.68,0.017,0.08,8/13/2018
2008581,NLA06608-2513,1,8/21/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-6.9,-57.73,0.218,3.32,8/13/2018
2008582,NLA06608-2523,1,7/31/2007,PLNLOW,UMW,IN,UMW,ISIRF,-1.68,-24.51,0.284,0.91,8/13/2018
2008583,NLA06608-2524,1,9/14/2007,PLNLOW,CPL,LA,CPL,ISIRF,0.64,1.63,0.444,1.21,8/13/2018
2008588,NLA06608-2565,1,8/22/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.58,16.41,0.719,0.81,8/13/2018
2008589,NLA06608-2566,1,7/12/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-2.92,-23.47,0.292,0.09,8/13/2018
2008591,NLA06608-2593,1,7/26/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.86,19.96,0.544,0.72,8/13/2018
2008596,NLA06608-2629,1,7/10/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.16,4.6,0.247,0.17,8/13/2018
2008597,NLA06608-2634,1,7/30/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-16.17,-123.96,0.087,0.3,8/13/2018
2008598,NLA06608-2640,1,8/9/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-5.86,-46.21,0.185,0.78,8/13/2018
2008599,NLA06608-2644,1,8/20/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-1.12,-17.72,0.35,0.71,8/13/2018
2008600,NLA06608-2655,1,8/29/2007,WMTNS,XER,UT,WMTNS,ISIRF,-2.53,-51.93,0.723,1.47,8/13/2018
2008601,NLA06608-2657,1,9/13/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.38,13,0.645,0.23,8/13/2018
2008602,NLA06608-2663,1,7/10/2007,PLNLOW,CPL,TX,CPL,ISIRF,1.13,3.13,0.369,0.17,8/13/2018
2008603,NLA06608-2673,1,9/18/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-13.7,-106.92,0.139,0.56,8/13/2018
2008604,NLA06608-2685,1,9/14/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-13,-105.38,0.158,2.09,8/13/2018
2008605,NLA06608-2696,1,7/26/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-2.83,-14.61,0.048,0.08,8/13/2018
2008606,NLA06608-2704,1,9/11/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,1.43,-3.37,0.818,1.18,8/13/2018
2008607,NLA06608-2708,1,8/8/2007,EHIGH,SAP,IN,EHIGH,ISIRF,-4.46,-34.49,0.157,0.39,8/13/2018
2008608,NLA06608-2714,1,8/11/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-2.06,-27.08,0.515,2.48,8/13/2018
2008609,NLA06608-2715,1,8/17/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-12.85,-107.58,0.325,0.57,8/13/2018
2008610,NLA06608-2726,1,9/12/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-4.57,-60.42,0.491,6.27,8/13/2018
2008611,NLA06608-2740,1,8/14/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-7.79,-60.6,0.206,0.83,8/13/2018
2008613,NLA06608-2753,1,8/30/2007,WMTNS,XER,WA,WMTNS,ISIRF,-4.19,-61.57,0.516,4.22,8/13/2018
2008614,NLA06608-2759,1,8/30/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-5,-33.84,0.191,0.13,8/13/2018
2008615,NLA06608-2776,1,10/16/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-0.31,-5.5,0.349,0.47,8/13/2018
2008616,NLA06608-2779,1,7/18/2007,PLNLOW,UMW,IN,UMW,ISIRF,-6.58,-45.49,0.139,0.99,8/13/2018
2008619,NLA06608-2797,1,6/28/2007,WMTNS,XER,NV,WMTNS,ISIRF,-9.11,-82.5,0.12,0.24,8/13/2018
2008620,NLA06608-2800,1,9/25/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-15.51,-124.03,0.217,4.05,8/13/2018
