UID,SITE_ID,VISIT_NO,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,LAB,d18O_H2O,dD_H2O,E_I,RT,PUBLICATION_DATE
2007871,NLA06608-0565,1,7/19/2007,WMTNS,XER,CA,WMTNS,ISIRF,-4.03,-27.28,0.113,0.21,8/13/2018
2007872,NLA06608-0569,1,8/7/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,3.02,-9.39,0.458,0.19,8/13/2018
2007873,NLA06608-0570,1,7/27/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-16.25,-127.88,0.142,1.86,8/13/2018
2007875,NLA06608-0579,1,8/19/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.3,-38.45,0.64,0.4,8/13/2018
2007876,NLA06608-0580,1,8/7/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-5.5,-36.32,0.087,1,8/13/2018
2007877,NLA06608-0581,1,7/3/2007,WMTNS,XER,ID,WMTNS,ISIRF,-16.2,-126.92,0.12,0.91,8/13/2018
2007878,NLA06608-0582,1,7/19/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-7.47,-49.26,0.018,0.04,8/13/2018
2007879,NLA06608-0583,1,6/26/2007,PLNLOW,CPL,MS,CPL,ISIRF,3.41,13.46,0.743,0.18,8/13/2018
2007880,NLA06608-0585,1,6/15/2007,WMTNS,XER,NV,WMTNS,ISIRF,-10.72,-89.25,0.114,2,8/13/2018
2007881,NLA06608-0587,1,7/9/2007,PLNLOW,UMW,IN,UMW,ISIRF,-1.37,-19.34,0.26,0.99,8/13/2018
2007882,NLA06608-0587,2,8/14/2007,PLNLOW,UMW,IN,UMW,ISIRF,-1.31,-18.55,0.269,1.02,8/13/2018
2007883,NLA06608-0588,1,7/13/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-0.74,-8.57,0.382,0.46,8/13/2018
2007884,NLA06608-0590,1,8/7/2007,PLNLOW,UMW,WI,UMW,ISIRF,-6.56,-54.57,0.213,0.44,8/13/2018
2007885,NLA06608-0591,1,8/21/2007,EHIGH,SAP,GA,EHIGH,ISIRF,-2.97,-18.06,0.093,0.45,8/13/2018
2007886,NLA06608-0593,1,7/10/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-8.37,-63.58,0.087,1.37,8/13/2018
2007887,NLA06608-0594,1,8/9/2007,PLNLOW,CPL,GA,CPL,ISIRF,-3.49,-29.16,0.243,0.14,8/13/2018
2007888,NLA06608-0595,1,6/12/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-2.63,-35.03,0.59,0.89,8/13/2018
2007889,NLA06608-0596,1,7/30/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-16.51,-120.36,0.029,0.94,8/13/2018
2007890,NLA06608-0597,1,7/9/2007,WMTNS,XER,ID,WMTNS,ISIRF,-14.82,-118.38,0.172,3.44,8/13/2018
2007891,NLA06608-0599,1,7/19/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.97,-11.92,0.062,0.13,8/13/2018
2007892,NLA06608-0606,1,8/8/2007,PLNLOW,UMW,WI,UMW,ISIRF,-4.4,-43.14,0.432,2.04,8/13/2018
2007893,NLA06608-0608,1,9/18/2007,PLNLOW,CPL,MO,CPL,ISIRF,-0.58,-17.17,0.301,0.27,8/13/2018
2007894,NLA06608-0609,1,7/25/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.73,7.88,0.405,0.59,8/13/2018
2007895,NLA06608-0610,1,8/2/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-5.17,-41.31,0.13,0.35,8/13/2018
2007896,NLA06608-0611,1,7/2/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-5.25,-40.43,0.201,1.15,8/13/2018
2007897,NLA06608-0614,1,6/27/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-7.84,-60.21,0.078,0.62,8/13/2018
2007898,NLA06608-0616,1,7/25/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.33,-22.33,0.186,0.23,8/13/2018
2007899,NLA06608-0617,1,6/19/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,0.47,-23.09,0.281,0.53,8/13/2018
2007900,NLA06608-0618,1,7/24/2007,PLNLOW,CPL,AL,CPL,ISIRF,-1.84,-10.38,0.139,0.19,8/13/2018
2007901,NLA06608-0619,1,7/18/2007,PLNLOW,UMW,MI,UMW,ISIRF,-7.63,-52.9,0.041,0.22,8/13/2018
2007903,NLA06608-0622,1,7/24/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.38,-48.55,0.238,1.59,8/13/2018
2007904,NLA06608-0623,1,6/20/2007,EHIGH,NAP,OH,EHIGH,ISIRF,-6.13,-45.17,0.053,0.09,8/13/2018
2007905,NLA06608-0624,1,6/5/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-5.07,-37.89,0.077,0.35,8/13/2018
2007906,NLA06608-0625,1,9/19/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-14.61,-111.12,0.086,0.8,8/13/2018
2007907,NLA06608-0627,1,7/19/2007,PLNLOW,UMW,WI,UMW,ISIRF,-1.19,-26.58,0.612,2.19,8/13/2018
2007908,NLA06608-0628,1,6/25/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-2.43,-30.62,0.435,1.19,8/13/2018
2007909,NLA06608-0630,1,7/30/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.54,-46.26,0.515,0.85,8/13/2018
2007910,NLA06608-0632,1,6/12/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,0.09,-6.3,0.68,2.25,8/13/2018
2007911,NLA06608-0634,1,8/22/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.99,-43.19,0.726,0.95,8/13/2018
2007912,NLA06608-0635,1,8/22/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-14.03,-107.67,0.089,0.7,8/13/2018
2007913,NLA06608-0637,1,8/6/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-12.18,-100.21,0.099,1.4,8/13/2018
2007915,NLA06608-0641,1,7/25/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-13.24,-105.6,0.043,0.34,8/13/2018
2007916,NLA06608-0648,1,8/1/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-1.04,-21.95,0.824,0.67,8/13/2018
2007917,NLA06608-0649,1,9/19/2007,WMTNS,WMT,CA,WMTNS,ISIRF,-10.71,-80.54,0.089,0.4,8/13/2018
2007918,NLA06608-0650,1,7/25/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-12.59,-106.55,0.142,0.67,8/13/2018
2007919,NLA06608-0651,1,7/17/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-1.16,-11.89,0.231,0.68,8/13/2018
2007920,NLA06608-0654,1,8/14/2007,PLNLOW,UMW,WI,UMW,ISIRF,-1.79,-33.73,0.764,0.91,8/13/2018
2007921,NLA06608-0657,1,9/13/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-6.35,-58.72,0.173,0.27,8/13/2018
2007922,NLA06608-0658,1,7/26/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-4.76,-36.93,0.173,1.99,8/13/2018
2007923,NLA06608-0659,1,6/26/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-10.16,-76.3,0.126,0.49,8/13/2018
2007924,NLA06608-0660,1,7/12/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-3.54,-32.72,0.211,0.81,8/13/2018
2007925,NLA06608-0661,1,8/8/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-7.15,-52.1,0.079,0.17,8/13/2018
2007926,NLA06608-0662,1,8/7/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-8.71,-67.14,0.084,0.24,8/13/2018
2007927,NLA06608-0663,1,8/8/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.42,-30.66,0.589,0.39,8/13/2018
2007928,NLA06608-0665,1,6/27/2007,PLNLOW,CPL,NC,CPL,ISIRF,-3.42,-23.19,0.084,0.08,8/13/2018
2007929,NLA06608-0671,1,8/16/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-11.36,-89.38,0.182,0.82,8/13/2018
2007930,NLA06608-0672,1,7/26/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-1.06,-14.88,0.286,0.2,8/13/2018
2007931,NLA06608-0674,1,7/26/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-7.27,-51.58,0.128,0.2,8/13/2018
2007932,NLA06608-0677,1,7/17/2007,WMTNS,XER,OR,WMTNS,ISIRF,-3.05,-57.12,0.602,1.05,8/13/2018
2007933,NLA06608-0678,1,8/7/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-12.61,-93.33,0.044,0.09,8/13/2018
2007934,NLA06608-0679,1,6/27/2007,PLNLOW,UMW,MN,UMW,ISIRF,-1.5,-23.76,0.569,1.25,8/13/2018
2007935,NLA06608-0681,1,6/14/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-6.49,-44.14,0.104,0.15,8/13/2018
2007936,NLA06608-0686,1,7/11/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.78,-31.81,0.62,0.39,8/13/2018
2007937,NLA06608-0687,1,8/14/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-14.15,-106.9,0.043,0.53,8/13/2018
2007938,NLA06608-0690,1,7/3/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-6.5,-44.24,0.049,0.12,8/13/2018
2007939,NLA06608-0690,2,8/22/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-5.66,-41.72,0.085,0.2,8/13/2018
2007940,NLA06608-0692,1,7/10/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-5.24,-51.24,0.123,0.26,8/13/2018
2007941,NLA06608-0693,1,7/25/2007,WMTNS,XER,CA,WMTNS,ISIRF,-13.93,-103.64,0.034,0.06,8/13/2018
2007942,NLA06608-0696,1,7/16/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.19,-19.85,0.149,0.15,8/13/2018
2007943,NLA06608-0707,1,7/12/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.49,-34.15,0.865,0.51,8/13/2018
2007944,NLA06608-0709,1,9/18/2007,PLNLOW,CPL,FL,CPL,ISIRF,4.18,18.03,0.962,0.73,8/13/2018
2007945,NLA06608-0710,1,7/24/2007,PLNLOW,CPL,MA,CPL,ISIRF,-4.74,-31.99,0.121,0.42,8/13/2018
2007946,NLA06608-0711,1,9/10/2007,PLNLOW,CPL,LA,CPL,ISIRF,-2.45,-14.03,0.124,0.27,8/13/2018
2007947,NLA06608-0712,1,7/24/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-2.68,-14.64,0.101,0.15,8/13/2018
2007948,NLA06608-0713,1,9/12/2007,WMTNS,WMT,CA,WMTNS,ISIRF,-10.2,-84.02,0.176,1.24,8/13/2018
2007949,NLA06608-0715,1,7/6/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-15.99,-119.54,0.026,0.72,8/13/2018
2007950,NLA06608-0717,1,6/14/2007,PLNLOW,CPL,DE,CPL,ISIRF,-5.62,-36.63,0.056,0.06,8/13/2018
2007951,NLA06608-0718,1,7/18/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-5.61,-54.71,0.6,0.49,8/13/2018
2007952,NLA06608-0720,1,6/26/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-3.4,-35.19,0.304,0.95,8/13/2018
2007953,NLA06608-0721,1,7/5/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-8.28,-64.99,0.119,0.37,8/13/2018
2007954,NLA06608-0723,1,8/18/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-0.7,-29.9,0.695,0.81,8/13/2018
2007955,NLA06608-0724,1,8/13/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-2.06,-19.61,0.257,0.67,8/13/2018
2007956,NLA06608-0726,1,8/14/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-8.51,-61.29,0.018,0.07,8/13/2018
2007957,NLA06608-0727,1,6/23/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.16,-37.31,0.542,1.06,8/13/2018
2007958,NLA06608-0731,1,8/7/2007,PLNLOW,UMW,IN,UMW,ISIRF,-4.83,-38.76,0.266,0.78,8/13/2018
2007959,NLA06608-0733,1,6/27/2007,WMTNS,XER,NV,WMTNS,ISIRF,-7.43,-78.02,0.36,0.25,8/13/2018
2007960,NLA06608-0734,1,7/24/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.88,-76.03,0.064,0.13,8/13/2018
2007961,NLA06608-0738,1,8/16/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-7.62,-55.28,0.11,1.03,8/13/2018
2007963,NLA06608-0743,1,6/26/2007,PLNLOW,UMW,MN,UMW,ISIRF,-5.64,-45.29,0.206,0.82,8/13/2018
2007964,NLA06608-0744,1,7/18/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-4.89,-29.82,0.016,0.02,8/13/2018
2007966,NLA06608-0749,1,7/17/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-5.45,-35.39,0.049,0.03,8/13/2018
2007967,NLA06608-0751,1,7/25/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-4.85,-26.96,0.078,0.68,8/13/2018
2007968,NLA06608-0753,1,7/19/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.01,-65.26,0.098,0.7,8/13/2018
2007969,NLA06608-0754,1,7/2/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-5.54,-39.9,0.131,1.65,8/13/2018
2007970,NLA06608-0755,1,6/20/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-7.4,-63.5,0.123,0.14,8/13/2018
2007971,NLA06608-0756,1,6/25/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-1.16,-10.23,0.424,0.86,8/13/2018
2007973,NLA06608-0759,1,8/7/2007,PLNLOW,TPL,MN,PLAINS,ISIRF,-2.38,-25.03,0.476,0.25,8/13/2018
2007974,NLA06608-0761,1,9/6/2007,EHIGH,SAP,NJ,EHIGH,ISIRF,-5.24,-30.56,0.169,0.54,8/13/2018
2007975,NLA06608-0762,1,8/16/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.55,-44.75,0.635,1.13,8/13/2018
2007976,NLA06608-0764,1,6/26/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-9.89,-84.38,0.206,1.01,8/13/2018
2007977,NLA06608-0765,1,6/5/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-8.92,-58.26,0.014,0.01,8/13/2018
2007978,NLA06608-0766,1,7/18/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-5.03,-50.37,0.388,4.43,8/13/2018
2007979,NLA06608-0769,1,7/24/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-11.36,-92.75,0.146,0.45,8/13/2018
2007980,NLA06608-0770,1,5/8/2007,WMTNS,XER,AZ,WMTNS,ISIRF,-0.68,-32.17,0.473,0.39,8/13/2018
2007981,NLA06608-0771,1,8/13/2007,PLNLOW,UMW,MN,UMW,ISIRF,-0.46,-20.14,1.316,3.67,8/13/2018
2007982,NLA06608-0775,1,7/25/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-3.56,-22.03,0.056,0.1,8/13/2018
2007983,NLA06608-0779,1,7/31/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.08,-20.75,0.546,0.35,8/13/2018
2007984,NLA06608-0781,1,7/26/2007,EHIGH,NAP,NJ,EHIGH,ISIRF,-5.62,-40.54,0.116,0.16,8/13/2018
2007985,NLA06608-0782,1,7/31/2007,PLNLOW,UMW,MN,UMW,ISIRF,-8.48,-66.83,0.182,1.04,8/13/2018
2007986,NLA06608-0783,1,8/14/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-1.54,-18.83,0.354,0.12,8/13/2018
2007987,NLA06608-0785,1,9/12/2007,WMTNS,XER,WA,WMTNS,ISIRF,-15.75,-123.02,0.13,0.55,8/13/2018
2007989,NLA06608-0792,1,8/16/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-1.46,-9.27,0.214,0.92,8/13/2018
2007990,NLA06608-0793,1,6/18/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-6.85,-43.7,0.092,0.37,8/13/2018
2007991,NLA06608-0794,1,6/9/2007,WMTNS,XER,WY,WMTNS,ISIRF,-15.43,-120.14,0.077,3.78,8/13/2018
2007992,NLA06608-0794,2,6/28/2007,WMTNS,XER,WY,WMTNS,ISIRF,-15.04,-119.54,0.089,3.78,8/13/2018
2007993,NLA06608-0797,1,6/28/2007,WMTNS,XER,NV,WMTNS,ISIRF,-11.78,-101.19,0.074,0.08,8/13/2018
2007994,NLA06608-0802,1,7/20/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-6.96,-49.01,0.084,0.13,8/13/2018
2007995,NLA06608-0804,1,8/19/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-1.79,-15.68,0.202,0.34,8/13/2018
2007996,NLA06608-0805,1,8/22/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-5.01,-41.13,0.167,0.44,8/13/2018
2007997,NLA06608-0806,1,9/7/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-8.88,-63.32,0.1,0.32,8/13/2018
2007998,NLA06608-0807,1,7/11/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.87,-29.98,0.658,2.35,8/13/2018
2007999,NLA06608-0808,1,9/6/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-0.59,-5.35,0.402,0.46,8/13/2018
2008000,NLA06608-0809,1,7/24/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-1.36,-31.06,0.324,1.16,8/13/2018
2008001,NLA06608-0811,1,7/23/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.44,-42.74,0.244,1.2,8/13/2018
2008002,NLA06608-0812,1,6/28/2007,PLNLOW,CPL,MS,CPL,ISIRF,1.8,5.41,0.511,0.93,8/13/2018
2008003,NLA06608-0815,1,7/17/2007,PLNLOW,CPL,GA,CPL,ISIRF,-3.5,-18.55,0.013,0.01,8/13/2018
2008005,NLA06608-0820,1,8/6/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-4.2,-25.3,0.033,0.01,8/13/2018
2008007,NLA06608-0823,1,7/26/2007,PLNLOW,UMW,WI,UMW,ISIRF,-4.62,-42.18,0.329,3.98,8/13/2018
2008008,NLA06608-0824,1,9/5/2007,PLNLOW,TPL,OK,PLAINS,ISIRF,-3.84,-20.04,0.227,0.81,8/13/2018
2008009,NLA06608-0825,1,9/6/2007,WMTNS,XER,UT,WMTNS,ISIRF,-7.94,-71.44,0.171,0.44,8/13/2018
2008010,NLA06608-0827,1,7/5/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-8.5,-82.59,0.399,1.42,8/13/2018
2008011,NLA06608-0828,1,7/11/2007,PLNLOW,CPL,MS,CPL,ISIRF,0.62,-0.97,0.404,0.41,8/13/2018
2008012,NLA06608-0830,1,8/30/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.16,-32.4,0.565,0.21,8/13/2018
2008013,NLA06608-0831,1,7/19/2007,EHIGH,SAP,SC,EHIGH,ISIRF,-4.04,-22.69,0.007,0.25,8/13/2018
2008014,NLA06608-0833,1,8/7/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-16.92,-125.14,0.149,0.97,8/13/2018
2008015,NLA06608-0834,1,6/1/2007,WMTNS,XER,AZ,WMTNS,ISIRF,-7.38,-61.11,0.165,0.9,8/13/2018
2008016,NLA06608-0836,1,8/29/2007,WMTNS,XER,AZ,WMTNS,ISIRF,1.1,-16.79,0.602,0.8,8/13/2018
2008017,NLA06608-0837,1,7/19/2007,WMTNS,XER,ID,WMTNS,ISIRF,-10.8,-105.46,0.216,0.31,8/13/2018
2008018,NLA06608-0842,1,8/1/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-17,-129.79,0.073,2.04,8/13/2018
2008019,NLA06608-0843,1,7/18/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-0.03,-4.74,0.325,0.46,8/13/2018
2008020,NLA06608-0846,1,8/28/2007,PLNLOW,UMW,WI,UMW,ISIRF,-5.29,-46.31,0.331,0.62,8/13/2018
2008021,NLA06608-0847,1,8/30/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-2.55,-22.85,0.272,0.31,8/13/2018
2008022,NLA06608-0849,1,7/31/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-6.82,-48.13,0.221,4.54,8/13/2018
2008023,NLA06608-0850,1,8/7/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-15.04,-115.7,0.044,0.7,8/13/2018
2008024,NLA06608-0851,1,6/5/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-7.79,-69.8,0.354,0.76,8/13/2018
2008025,NLA06608-0856,1,6/19/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-2.66,-16.23,0.183,0.53,8/13/2018
2008026,NLA06608-0857,1,6/22/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-3.58,-22.22,0.077,0.16,8/13/2018
2008027,NLA06608-0859,1,7/5/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-5.71,-43.65,0.128,0.83,8/13/2018
2008028,NLA06608-0860,1,7/19/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-6.56,-43.27,0.021,0.06,8/13/2018
2008029,NLA06608-0860,2,8/21/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-5.84,-38.96,0.064,0.2,8/13/2018
2008030,NLA06608-0862,1,8/8/2007,PLNLOW,UMW,WI,UMW,ISIRF,-2.98,-38.89,0.574,2.76,8/13/2018
2008031,NLA06608-0863,1,7/2/2007,EHIGH,SAP,OH,EHIGH,ISIRF,-6.83,-47.58,0.068,0.19,8/13/2018
2008032,NLA06608-0864,1,6/25/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,2.3,-5.97,0.832,4.03,8/13/2018
2008033,NLA06608-0865,1,9/12/2007,PLNLOW,CPL,FL,CPL,ISIRF,0.93,2.52,0.338,0.3,8/13/2018
2008034,NLA06608-0868,1,8/18/2007,PLNLOW,TPL,KY,PLAINS,ISIRF,-0.84,-13.72,0.24,0.43,8/13/2018
2008035,NLA06608-0869,1,8/9/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-7.66,-48.86,0.07,0.06,8/13/2018
2008036,NLA06608-0870,1,8/9/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-12.51,-86.97,0,0.09,8/13/2018
2008037,NLA06608-0871,1,7/12/2007,PLNLOW,TPL,MN,PLAINS,ISIRF,-2.67,-30.37,0.563,0.86,8/13/2018
2008038,NLA06608-0872,1,6/21/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-2.2,-14.07,0.254,0.32,8/13/2018
2008039,NLA06608-0873,1,6/20/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-1.34,-30.68,0.21,0.88,8/13/2018
2008040,NLA06608-0874,1,8/30/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.25,-63.19,0.04,0.28,8/13/2018
2008041,NLA06608-0875,1,9/14/2007,PLNLOW,UMW,MI,UMW,ISIRF,-2.58,-29.84,0.629,2.24,8/13/2018
2008042,NLA06608-0877,1,9/13/2007,WMTNS,XER,AZ,WMTNS,ISIRF,-6.96,-72.52,0.365,7.06,8/13/2018
2008043,NLA06608-0878,1,8/1/2007,PLNLOW,UMW,MN,UMW,ISIRF,-5.46,-48.07,0.312,2.79,8/13/2018
2008044,NLA06608-0880,1,7/17/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-2.07,-30.72,0.49,0.84,8/13/2018
2008045,NLA06608-0881,1,7/30/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-13.59,-108.27,0.028,0.3,8/13/2018
2008046,NLA06608-0885,1,7/11/2007,WMTNS,XER,CA,WMTNS,ISIRF,-5.38,-48.95,0.215,0.56,8/13/2018
2008047,NLA06608-0889,1,7/11/2007,WMTNS,XER,NV,WMTNS,ISIRF,-11.9,-105.58,0.055,0.11,8/13/2018
2008048,NLA06608-0890,1,7/30/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.99,-63.26,0.237,1.52,8/13/2018
2008049,NLA06608-0891,1,8/18/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-6.2,-64.34,0.237,0.33,8/13/2018
2008050,NLA06608-0893,1,6/28/2007,EHIGH,SAP,OH,EHIGH,ISIRF,-7.05,-46.48,0.001,0.06,8/13/2018
2008051,NLA06608-0895,1,7/9/2007,WMTNS,XER,AZ,WMTNS,ISIRF,-1.84,-28.68,0.394,0.33,8/13/2018
2008052,NLA06608-0899,1,6/20/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-4.31,-41.54,0.619,0.92,8/13/2018
2008053,NLA06608-0900,1,6/18/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-5.86,-40.77,0.09,0.26,8/13/2018
2008054,NLA06608-0904,1,7/31/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-3.44,-39.38,0.21,0.17,8/13/2018
2008055,NLA06608-0905,1,6/21/2007,WMTNS,WMT,NV,WMTNS,ISIRF,-8.48,-77.74,0.365,3.91,8/13/2018
2008056,NLA06608-0906,1,6/12/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-17.28,-130.37,0.005,0.85,8/13/2018
2008057,NLA06608-0913,1,9/6/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-5.32,-51.78,0.368,0.65,8/13/2018
2008058,NLA06608-0914,1,8/2/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-5.63,-44.11,0.276,1.69,8/13/2018
2008059,NLA06608-0915,1,8/8/2007,PLNLOW,TPL,MN,PLAINS,ISIRF,-4.18,-43.41,0.517,0.53,8/13/2018
2008060,NLA06608-0916,1,8/8/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-13.61,-98.59,0.045,0.33,8/13/2018
2008061,NLA06608-0918,1,8/14/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-12,-86.87,0.022,0.27,8/13/2018
2008062,NLA06608-0921,1,6/25/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-2.91,-18.16,0.118,0.27,8/13/2018
2008063,NLA06608-0922,1,6/8/2007,PLNLOW,NPL,WY,PLAINS,ISIRF,-12.07,-103.55,0.15,3.06,8/13/2018
2008064,NLA06608-0924,1,8/12/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-15.28,-120.3,0.248,0.2,8/13/2018
2008065,NLA06608-0925,1,10/3/2007,WMTNS,XER,NV,WMTNS,ISIRF,-11.45,-94.58,0.163,0.56,8/13/2018
2008066,NLA06608-0926,1,8/6/2007,PLNLOW,UMW,WI,UMW,ISIRF,-4.42,-44.09,0.401,6.11,8/13/2018
2008067,NLA06608-0927,1,8/15/2007,WMTNS,XER,UT,WMTNS,ISIRF,-7.29,-71.19,0.226,1.15,8/13/2018
2008068,NLA06608-0929,1,6/16/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-13.71,-117.67,0.112,0.78,8/13/2018
2008069,NLA06608-0930,1,8/21/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-6.64,-49.5,0.149,2.61,8/13/2018
2008070,NLA06608-0933,1,7/31/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-13.76,-110.97,0.02,0.08,8/13/2018
2008071,NLA06608-0934,1,8/28/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-8.96,-71.61,0.297,10.38,8/13/2018
2008072,NLA06608-0935,1,8/6/2007,PLNLOW,UMW,MN,UMW,ISIRF,-1.79,-25.18,0.52,2.53,8/13/2018
